url	source_name	name	form	rig
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28ANC%20off%29%20L.txt	QCY H3S (ANC off)	QCY H3S (ANC off)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28ANC%20off%29%20R.txt	QCY H3S (ANC off)	QCY H3S (ANC off)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28ANC%29%20L.txt	QCY H3S (ANC)	QCY H3S (ANC)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28ANC%29%20R.txt	QCY H3S (ANC)	QCY H3S (ANC)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28All%20eq%200%20-%20ANC%29%20L.txt	QCY H3S (All eq 0 - ANC)	QCY H3S (All eq 0 - ANC)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28All%20eq%200%20-%20ANC%29%20R.txt	QCY H3S (All eq 0 - ANC)	QCY H3S (All eq 0 - ANC)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28Classic%20EQ%20-%20ANC%29%20L.txt	QCY H3S (Classic EQ - ANC)	QCY H3S (Classic EQ - ANC)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28Classic%20EQ%20-%20ANC%29%20R.txt	QCY H3S (Classic EQ - ANC)	QCY H3S (Classic EQ - ANC)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28Heavy%20Bass%20EQ%20-%20ANC%29%20L.txt	QCY H3S (Heavy Bass EQ - ANC)	QCY H3S (Heavy Bass EQ - ANC)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28Heavy%20Bass%20EQ%20-%20ANC%29%20R.txt	QCY H3S (Heavy Bass EQ - ANC)	QCY H3S (Heavy Bass EQ - ANC)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28Pop%20EQ%20-%20ANC%29%20L.txt	QCY H3S (Pop EQ - ANC)	QCY H3S (Pop EQ - ANC)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28Pop%20EQ%20-%20ANC%29%20R.txt	QCY H3S (Pop EQ - ANC)	QCY H3S (Pop EQ - ANC)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28Rock%20EQ%20-%20ANC%29%20L.txt	QCY H3S (Rock EQ - ANC)	QCY H3S (Rock EQ - ANC)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28Rock%20EQ%20-%20ANC%29%20R.txt	QCY H3S (Rock EQ - ANC)	QCY H3S (Rock EQ - ANC)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28Soft%20EQ%20-%20ANC%29%20L.txt	QCY H3S (Soft EQ - ANC)	QCY H3S (Soft EQ - ANC)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28Soft%20EQ%20-%20ANC%29%20R.txt	QCY H3S (Soft EQ - ANC)	QCY H3S (Soft EQ - ANC)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28Transparency%29%20L.txt	QCY H3S (Transparency)	QCY H3S (Transparency)	over-ear	Bruel & Kjaer 5128
https://earphonesarchive.squig.link/headphones/data/QCY%20H3S%20%28Transparency%29%20R.txt	QCY H3S (Transparency)	QCY H3S (Transparency)	over-ear	Bruel & Kjaer 5128
