url	source_name	name	form	rig
https://regancipher.squig.link/data/1More%20S50%20L.txt	1More Fit Open S50	1MORE Fit Open Earbuds S50	in-ear	711
https://regancipher.squig.link/data/1More%20S50%20R.txt	1More Fit Open S50	1MORE Fit Open Earbuds S50	in-ear	711
https://regancipher.squig.link/data/Omthing%20Airfree%202%20R.txt	Omthing Airfree 2	1MORE Omthing Airfree 2	in-ear	711
https://regancipher.squig.link/data/1More%20Q30%20L.txt	1More Pistonbuds Pro Q30	1MORE PistonBuds Pro Q30	in-ear	711
https://regancipher.squig.link/data/1More%20Q30%20R.txt	1More Pistonbuds Pro Q30	1MORE PistonBuds Pro Q30	in-ear	711
https://regancipher.squig.link/data/7Hz%20Zero2%20L.txt	7Hz x Crinacle Zero:2	7Hz x Crinacle Zero 2	in-ear	711
https://regancipher.squig.link/data/7Hz%20Zero2%20R.txt	7Hz x Crinacle Zero:2	7Hz x Crinacle Zero 2	in-ear	711
https://regancipher.squig.link/data/Acefast%20Acefit%20Air%20L.txt	Acefast Acefit Air	ACEFAST Acefit Air	in-ear	711
https://regancipher.squig.link/data/Acefast%20Acefit%20Air%20R.txt	Acefast Acefit Air	ACEFAST Acefit Air	in-ear	711
https://regancipher.squig.link/data/Acefast%20Acefit%20Pro%20L.txt	Acefast Acefit Pro	ACEFAST Acefit Pro	in-ear	711
https://regancipher.squig.link/data/Acefast%20Acefit%20Pro%20R.txt	Acefast Acefit Pro	ACEFAST Acefit Pro	in-ear	711
https://regancipher.squig.link/data/Alpha%20and%20Delta%20AD15%20L.txt	Alpha & Delta KS100 AD15	Alpha & Delta KS100	in-ear	711
https://regancipher.squig.link/data/Alpha%20and%20Delta%20AD15%20R.txt	Alpha & Delta KS100 AD15	Alpha & Delta KS100	in-ear	711
https://regancipher.squig.link/data/Alpha%20and%20Delta%20AD16%20L.txt	Alpha & Delta KS100 AD16	Alpha & Delta KS100	in-ear	711
https://regancipher.squig.link/data/Alpha%20and%20Delta%20AD16%20R.txt	Alpha & Delta KS100 AD16	Alpha & Delta KS100	in-ear	711
https://regancipher.squig.link/data/Soundcore%20L4%20NC%20L.txt	Soundcore Liberty 4 NC (ANC off)	Anker Liberty 4 NC (ANC off)	in-ear	711
https://regancipher.squig.link/data/Soundcore%20L4%20NC%20R.txt	Soundcore Liberty 4 NC (ANC off)	Anker Liberty 4 NC (ANC off)	in-ear	711
https://regancipher.squig.link/data/Soundcore%20L4%20NC%20ANC%20L.txt	Soundcore Liberty 4 NC (ANC on)	Anker Liberty 4 NC (ANC on)	in-ear	711
https://regancipher.squig.link/data/Soundcore%20L4%20NC%20ANC%20R.txt	Soundcore Liberty 4 NC (ANC on)	Anker Liberty 4 NC (ANC on)	in-ear	711
https://regancipher.squig.link/data/Soundcore%20Life%20P2i%20L.txt	Soundcore Life P2i	Anker Life P2i	in-ear	711
https://regancipher.squig.link/data/Soundcore%20Life%20P2i%20R.txt	Soundcore Life P2i	Anker Life P2i	in-ear	711
https://regancipher.squig.link/data/Soundcore%20P3i%20L.txt	Soundcore P3i	Anker P3i	in-ear	711
https://regancipher.squig.link/data/Soundcore%20P3i%20R.txt	Soundcore P3i	Anker P3i	in-ear	711
https://regancipher.squig.link/data/Soundcore%20Aerofit%20Pro%20L.txt	Soundcore Aerofit Pro	Anker Soundcore Aerofit Pro	earbud	KB500x + 711
https://regancipher.squig.link/data/Soundcore%20Aerofit%20Pro%20R.txt	Soundcore Aerofit Pro	Anker Soundcore Aerofit Pro	earbud	KB500x + 711
https://regancipher.squig.link/data/Soundcore%20Liberty%203%20Pro%20L.txt	Soundcore Liberty 3 Pro	Anker Soundcore Liberty 3 Pro	in-ear	711
https://regancipher.squig.link/data/Soundcore%20Liberty%204%20NC%20L.txt	Soundcore Liberty 4 NC	Anker Soundcore Liberty 4 NC	in-ear	711
https://regancipher.squig.link/data/Soundcore%20Liberty%204%20NC%20R.txt	Soundcore Liberty 4 NC	Anker Soundcore Liberty 4 NC	in-ear	711
https://regancipher.squig.link/data/Soundcore%20Space%20A40%20L.txt	Soundcore Space A40	Anker Soundcore Space A40	in-ear	711
https://regancipher.squig.link/data/Soundcore%20Space%20A40%20R.txt	Soundcore Space A40	Anker Soundcore Space A40	in-ear	711
https://regancipher.squig.link/data/Apple%20Airpod%204%20Trans%20L.txt	Apple AirPod 4 ANC (Transparency, Default)	Apple AirPod 4 (transparency)	earbud	711
https://regancipher.squig.link/data/Apple%20Airpod%204%20Trans%20R.txt	Apple AirPod 4 ANC (Transparency, Default)	Apple AirPod 4 (transparency)	earbud	711
https://regancipher.squig.link/data/Apple%20Airpod%204%20ANC%20L.txt	Apple AirPod 4 ANC (ANC on, Default)	Apple AirPods 4 (ANC on)	earbud	711
https://regancipher.squig.link/data/Apple%20Airpod%204%20ANC%20R.txt	Apple AirPod 4 ANC (ANC on, Default)	Apple AirPods 4 (ANC on)	earbud	711
https://regancipher.squig.link/data/BASN%20MMCX%20L.txt	BASN MMCX	BASN MMCX	in-ear	711
https://regancipher.squig.link/data/BASN%20MMCX%20R.txt	BASN MMCX	BASN MMCX	in-ear	711
https://regancipher.squig.link/data/Baseus%20AirGo%20AS01%20L.txt	Baseus AirGo AS01	Baseus AirGo AS01	in-ear	711
https://regancipher.squig.link/data/Baseus%20AirGo%20AS01%20R.txt	Baseus AirGo AS01	Baseus AirGo AS01	in-ear	711
https://regancipher.squig.link/data/Baseus%20AirGo%20AS01%20Bass%20Boost%20L.txt	Baseus AirGo AS01 Bass Boost	Baseus AirGo AS01 Bass Boost	ignore	711
https://regancipher.squig.link/data/Baseus%20AirGo%20AS01%20Bass%20Boost%20R.txt	Baseus AirGo AS01 Bass Boost	Baseus AirGo AS01 Bass Boost	ignore	711
https://regancipher.squig.link/data/Baseus%20Bass%20BS1%20NC%20L.txt	Baseus Bass BS1 NC	Baseus Bass BS1 NC	in-ear	711
https://regancipher.squig.link/data/Baseus%20Bass%20BS1%20NC%20R.txt	Baseus Bass BS1 NC	Baseus Bass BS1 NC	in-ear	711
https://regancipher.squig.link/data/Baseus%20M2S%20L.txt	Baseus M2S	Baseus M2s	in-ear	711
https://regancipher.squig.link/data/Baseus%20M2S%20R.txt	Baseus M2S	Baseus M2s	in-ear	711
https://regancipher.squig.link/data/Boltune%20BT-BH024%20L.txt	Boltune BT-BH024	Boltune BT-BH024	in-ear	711
https://regancipher.squig.link/data/Boltune%20BT-BH024%20R.txt	Boltune BT-BH024	Boltune BT-BH024	in-ear	711
https://regancipher.squig.link/data/CCA%20CRA%20L.txt	CCA CRA	CCA CRA	in-ear	711
https://regancipher.squig.link/data/CCA%20CRA%20R.txt	CCA CRA	CCA CRA	in-ear	711
