url	source_name	name	form	rig
https://dhrme.squig.link/data/1More%20ComfMini%20ANC%20L.txt	1More ComfoBuds Mini (Codec: AAC, EQ: N/A, ANC: On)	1MORE ComfoBuds Mini	in-ear	711
https://dhrme.squig.link/data/1More%20ComfMini%20ANC%20R.txt	1More ComfoBuds Mini (Codec: AAC, EQ: N/A, ANC: On)	1MORE ComfoBuds Mini	in-ear	711
https://dhrme.squig.link/data/1More%20ComfMini%20Norm%20L.txt	1More ComfoBuds Mini (Codec: AAC, EQ: N/A, ANC: Off)	1More ComfoBuds Mini	ignore	711
https://dhrme.squig.link/data/1More%20ComfMini%20Norm%20R.txt	1More ComfoBuds Mini (Codec: AAC, EQ: N/A, ANC: Off)	1More ComfoBuds Mini (Codec AAC, EQ NA, ANC Off)	ignore	711
https://dhrme.squig.link/data/L4Pro%20Norm%20L.txt	SoundCore Liberty 4 Pro (Codec: LDAC, EQ: Soundcore Signature, ANC: Normal)	Anker Liberty 4 Pro	in-ear	711
https://dhrme.squig.link/data/L4Pro%20Norm%20R.txt	SoundCore Liberty 4 Pro (Codec: LDAC, EQ: Soundcore Signature, ANC: Normal)	Anker Liberty 4 Pro	in-ear	711
https://dhrme.squig.link/data/SC%20L5%20Norm%20SSig%20L.txt	SoundCore Liberty 5 (Codec: AAC, EQ: Soundcore Signature, ANC: Normal)	Anker Liberty 5	in-ear	711
https://dhrme.squig.link/data/SC%20L5%20Norm%20SSig%20R.txt	SoundCore Liberty 5 (Codec: AAC, EQ: Soundcore Signature, ANC: Normal)	Anker Liberty 5	in-ear	711
https://dhrme.squig.link/data/sc%20l5p%20ANC%20L.txt	soundcore Liberty 5 Pro (Codec: LDAC, ANC: Max)	Anker Liberty 5 Pro (Codec LDAC, ANC Max)	in-ear	711
https://dhrme.squig.link/data/sc%20l5p%20ANC%20R.txt	soundcore Liberty 5 Pro (Codec: LDAC, ANC: Max)	Anker Liberty 5 Pro (Codec LDAC, ANC Max)	in-ear	711
https://dhrme.squig.link/data/sc%20l5p%20Norm%20L.txt	soundcore Liberty 5 Pro (Codec: LDAC, ANC: Off)	Anker Liberty 5 Pro (Codec LDAC, ANC Off)	in-ear	711
https://dhrme.squig.link/data/sc%20l5p%20Norm%20R.txt	soundcore Liberty 5 Pro (Codec: LDAC, ANC: Off)	Anker Liberty 5 Pro (Codec LDAC, ANC Off)	in-ear	711
https://dhrme.squig.link/data/sc%20l5pm%20ANC%20L.txt	soundcore Liberty 5 Pro Max (Codec: LDAC, ANC: Max)	Anker Liberty 5 Pro Max (Codec LDAC, ANC Max)	in-ear	711
https://dhrme.squig.link/data/sc%20l5pm%20ANC%20R.txt	soundcore Liberty 5 Pro Max (Codec: LDAC, ANC: Max)	Anker Liberty 5 Pro Max (Codec LDAC, ANC Max)	in-ear	711
https://dhrme.squig.link/data/sc%20l5pm%20Norm%20L.txt	soundcore Liberty 5 Pro Max (Codec: LDAC, ANC: Norm)	Anker Liberty 5 Pro Max (Codec LDAC, ANC Norm)	in-ear	711
https://dhrme.squig.link/data/sc%20l5pm%20Norm%20R.txt	soundcore Liberty 5 Pro Max (Codec: LDAC, ANC: Norm)	Anker Liberty 5 Pro Max (Codec LDAC, ANC Norm)	in-ear	711
https://dhrme.squig.link/data/SC%20L4NC%20ScSigLDAC%20Norm%20L.txt	SoundCore Liberty 4 NC (Codec: LDAC, EQ: Soundcore Signature, ANC: Normal)	Anker Soundcore Liberty 4 NC	in-ear	711
https://dhrme.squig.link/data/SC%20L4NC%20ScSigLDAC%20Norm%20R.txt	SoundCore Liberty 4 NC (Codec: LDAC, EQ: Soundcore Signature, ANC: Normal)	Anker Soundcore Liberty 4 NC	in-ear	711
https://dhrme.squig.link/data/sCore%20SleepA20%20Seal%20L.txt		Anker Soundcore Sleep A20	in-ear	711
https://dhrme.squig.link/data/sCore%20SleepA20%20Seal%20R.txt		Anker Soundcore Sleep A20	in-ear	711
https://dhrme.squig.link/data/soundcore%20Sport%20X20%20ANC%20L.txt	soundcore Sport X20 (Codec: AAC, EQ: Soundcore Signature, ANC: Max)	Anker Sport X20 (Codec AAC, EQ Soundcore Signature, ANC Max)	in-ear	711
https://dhrme.squig.link/data/soundcore%20Sport%20X20%20ANC%20R.txt	soundcore Sport X20 (Codec: AAC, EQ: Soundcore Signature, ANC: Max)	Anker Sport X20 (Codec AAC, EQ Soundcore Signature, ANC Max)	in-ear	711
https://dhrme.squig.link/data/soundcore%20Sport%20X20%20Norm%20L.txt	soundcore Sport X20 (Codec: AAC, EQ: Soundcore Signature, ANC: Normal)	Anker Sport X20 (Codec AAC, EQ Soundcore Signature, ANC Normal)	in-ear	711
https://dhrme.squig.link/data/soundcore%20Sport%20X20%20Norm%20R.txt	soundcore Sport X20 (Codec: AAC, EQ: Soundcore Signature, ANC: Normal)	Anker Sport X20 (Codec AAC, EQ Soundcore Signature, ANC Normal)	in-ear	711
https://dhrme.squig.link/data/BMani%20T16%20L.txt	BMani T16 (Codec: AAC)	BMani T16 (Codec AAC)	in-ear	711
https://dhrme.squig.link/data/BMani%20T16%20R.txt	BMani T16 (Codec: AAC)	BMani T16 (Codec AAC)	in-ear	711
https://dhrme.squig.link/data/BO11%20ANC%20Clear%20L.txt	Bang and Olufsen BeoPlay Eleven (Codec: aptX Adaptive, EQ: Clear, ANC: On)	Bang & Olufsen BeoPlay Eleven (Codec aptX Adaptive, EQ Clear, ANC On)	in-ear	711
