url	source_name	name	form	rig
https://filk.squig.link/iems/data/7Hz%20Dioko%20L.txt	7Hz Dioko	7Hz Salnotes Dioko	in-ear	711
https://filk.squig.link/iems/data/7Hz%20Dioko%20R.txt	7Hz Dioko	7Hz Salnotes Dioko	in-ear	711
https://filk.squig.link/iems/data/7Hz%20Timeless%20L.txt	7Hz Timeless	7Hz Timeless	in-ear	711
https://filk.squig.link/iems/data/7Hz%20Timeless%20R.txt	7Hz Timeless	7Hz Timeless	in-ear	711
https://filk.squig.link/iems/data/AFUL%20MagicOne%20L.txt	AFUL MagicOne	AFUL Acoustics MagicOne	in-ear	711
https://filk.squig.link/iems/data/AFUL%20MagicOne%20R.txt	AFUL MagicOne	AFUL Acoustics MagicOne	in-ear	711
https://filk.squig.link/data/AKG%20K371%20L.txt	AKG K371	AKG K371	over-ear	KB006x + 711
https://filk.squig.link/data/AKG%20K371%20R.txt	AKG K371	AKG K371	over-ear	KB006x + 711
https://filk.squig.link/data/K371%20dekoni%20seude%20L1.txt	AKG K371 (Dekoni Suede earpads)	AKG K371 (Dekoni Suede earpads)	over-ear	KB006x + 711
https://filk.squig.link/data/K371%20dekoni%20seude%20L2.txt	AKG K371 (Dekoni Suede earpads)	AKG K371 (Dekoni Suede earpads)	over-ear	KB006x + 711
https://filk.squig.link/data/K371%20dekoni%20seude%20L3.txt	AKG K371 (Dekoni Suede earpads)	AKG K371 (Dekoni Suede earpads)	over-ear	KB006x + 711
https://filk.squig.link/data/K371%20dekoni%20seude%20L4.txt	AKG K371 (Dekoni Suede earpads)	AKG K371 (Dekoni Suede earpads)	over-ear	KB006x + 711
https://filk.squig.link/data/K371%20dekoni%20seude%20L5.txt	AKG K371 (Dekoni Suede earpads)	AKG K371 (Dekoni Suede earpads)	over-ear	KB006x + 711
https://filk.squig.link/data/K371%20dekoni%20seude%20R1.txt	AKG K371 (Dekoni Suede earpads)	AKG K371 (Dekoni Suede earpads)	over-ear	KB006x + 711
https://filk.squig.link/data/K371%20dekoni%20seude%20R2.txt	AKG K371 (Dekoni Suede earpads)	AKG K371 (Dekoni Suede earpads)	over-ear	KB006x + 711
https://filk.squig.link/data/K371%20dekoni%20seude%20R3.txt	AKG K371 (Dekoni Suede earpads)	AKG K371 (Dekoni Suede earpads)	over-ear	KB006x + 711
https://filk.squig.link/data/K371%20dekoni%20seude%20R4.txt	AKG K371 (Dekoni Suede earpads)	AKG K371 (Dekoni Suede earpads)	over-ear	KB006x + 711
https://filk.squig.link/data/K371%20dekoni%20seude%20R5.txt	AKG K371 (Dekoni Suede earpads)	AKG K371 (Dekoni Suede earpads)	over-ear	KB006x + 711
https://filk.squig.link/data/AKG%20N700NC%20M2%20S1%20L.txt	AKG N700NC M2 (S1 ANC)	AKG N700NC M2 (ANC on)	over-ear	KB006x + 711
https://filk.squig.link/data/AKG%20N700NC%20M2%20S1%20R.txt	AKG N700NC M2 (S1 ANC)	AKG N700NC M2 (ANC on)	over-ear	KB006x + 711
https://filk.squig.link/data/N700NC%20M2%20L.txt	AKG N700NC M2 (S2 ANC)	AKG N700NC M2 (ANC on)	over-ear	KB006x + 711
https://filk.squig.link/data/N700NC%20M2%20passive%20S1%20L1.txt	AKG N700NC M2 (S1 passive)	AKG N700NC M2 (S1 passive)	over-ear	KB006x + 711
