url	source_name	name	form	rig
https://tonedeafmonk.squig.link/data/3APLUS%20300%20L.txt	3APLUS Beyerdynamic Xelento Gen2 1:1 Clone (300 LEVEL MESH NOZZLE FILTER)	3APLUS Beyerdynamic Xelento Gen2 11 Clone (300 LEVEL MESH NOZZLE FILTER)	ignore	711
https://tonedeafmonk.squig.link/data/3APLUS%20350%20L.txt	3APLUS Beyerdynamic Xelento Gen2 1:1 Clone (350 LEVEL MESH NOZZLE FILTER)	3APLUS Beyerdynamic Xelento Gen2 11 Clone (350 LEVEL MESH NOZZLE FILTER)	ignore	711
https://tonedeafmonk.squig.link/data/3APLUS%20400%20L.txt	3APLUS Beyerdynamic Xelento Gen2 1:1 Clone (400 LEVEL MESH NOZZLE FILTER)	3APLUS Beyerdynamic Xelento Gen2 11 Clone (400 LEVEL MESH NOZZLE FILTER)	ignore	711
https://tonedeafmonk.squig.link/data/3APLUS%20500%20L.txt	3APLUS Beyerdynamic Xelento Gen2 1:1 Clone (500 LEVEL MESH NOZZLE FILTER)	3APLUS Beyerdynamic Xelento Gen2 11 Clone (500 LEVEL MESH NOZZLE FILTER)	ignore	711
https://tonedeafmonk.squig.link/data/3APLUS%20L.txt	3APLUS Beyerdynamic Xelento Gen2 1:1 Clone (STOCK)	3APLUS Beyerdynamic Xelento Gen2 11 Clone (STOCK)	ignore	711
https://tonedeafmonk.squig.link/data/3APLUS%20R.txt	3APLUS Beyerdynamic Xelento Gen2 1:1 Clone (STOCK)	3APLUS Beyerdynamic Xelento Gen2 11 Clone (STOCK)	ignore	711
https://tonedeafmonk.squig.link/data/64%20Audio%20U12T%20M15%20L.txt	64 Audio U12T (M15)	64 Audio U12t (m15 Apex module)	in-ear	711
https://tonedeafmonk.squig.link/data/64%20Audio%20U12T%20M20%20L.txt	64 Audio U12T (M20)	64 Audio U12t (m20 Apex module)	in-ear	711
https://tonedeafmonk.squig.link/data/64%20Audio%20U12T%20M20%20R.txt	64 Audio U12T (M20)	64 Audio U12t (m20 Apex module)	in-ear	711
https://tonedeafmonk.squig.link/data/64%20Audio%20U12T%20MX%20L.txt	64 Audio U12T (MX)	64 Audio U12t (mX Apex module)	in-ear	711
https://tonedeafmonk.squig.link/data/64%20Audio%20Volur%20M12%20L.txt	64 Audio Volur (Apex Module M12)	64 Audio Volur (m12 Apex module)	in-ear	711
https://tonedeafmonk.squig.link/data/64%20Audio%20Volur%20M15%20L.txt	64 Audio Volur (Apex Module M15)	64 Audio Volur (m15 Apex module)	in-ear	711
https://tonedeafmonk.squig.link/data/64%20Audio%20Volur%20M15%20R.txt	64 Audio Volur (Apex Module M15)	64 Audio Volur (m15 Apex module)	in-ear	711
