url	source_name	name	form	rig
https://auricularesargentina.squig.link/data/1her9%20L.txt		1her9	ignore	
https://auricularesargentina.squig.link/data/1her9%20R.txt		1her9	ignore	
https://auricularesargentina.squig.link/data/zero%20salsnote%20L.txt	7 Herz zero salsnote	7Hz Salnotes Zero	in-ear	711
https://auricularesargentina.squig.link/data/zero%20salsnote%20R.txt	7 Herz zero salsnote	7Hz Salnotes Zero	in-ear	711
https://auricularesargentina.squig.link/data/k%2052%20L.txt	Akg k 52	AKG K52	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/k%2052%20R.txt	Akg k 52	AKG K52	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/k%20612pro%20L.txt	Akg k 612pro stock	AKG K612 Pro	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/k%20612pro%20R.txt	Akg k 612pro stock	AKG K612 Pro	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/k%20701%20OH%20L.txt	Akg k 701	AKG K701	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/k%20702%20OH%20L.txt	Akg k 702	AKG K702	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/k702%20L.txt	Akg k 702	AKG k 702	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/k702%20R.txt	Akg k 702	AKG k 702	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/ar5000%20L.txt	Aune ar5000	AUNE AR5000	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/ar5000%20R.txt	Aune ar5000	AUNE AR5000	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/k%20612pro%20bm%20L.txt	Akg k 612pro bass mod	Akg k 612pro bass mod	ignore	
https://auricularesargentina.squig.link/data/k%20612pro%20bm%20R.txt	Akg k 612pro bass mod	Akg k 612pro bass mod	ignore	
https://auricularesargentina.squig.link/data/lcdx%20L.txt	Audeze lcdx	Audeze LCD-X	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/lcdx%20R.txt	Audeze lcdx	Audeze LCD-X	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/lcd%2020%20L.txt	Audeze lcdx 20	Audeze lcdx 20	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/lcd%2020%20R.txt	Audeze lcdx 20	Audeze lcdx 20	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/lcdx%20post21%20L.txt	Audeze lcdx post21	Audeze lcdx post21	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/lcdx%20post21%20R.txt	Audeze lcdx post21	Audeze lcdx post21	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/lcdx%20pre21%20L.txt	Audeze lcdx pre21	Audeze lcdx pre21	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/lcdx%20pre21%20R.txt	Audeze lcdx pre21	Audeze lcdx pre21	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/sr%202000%20L.txt	Audient Evo SR2000	Audient EVO SR2000	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/sr%202000%20R.txt	Audient Evo SR2000	Audient EVO SR2000	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/Audient%20Evo%20L.txt		Audient Evo	ignore	
https://auricularesargentina.squig.link/data/ath%20m40x%20L.txt	AudioTechnica ath m40x	Audio-Technica ATH-M40x	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/ath%20m40x%20R.txt	AudioTechnica ath m40x	Audio-Technica ATH-M40x	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/ath%20m50x%20L.txt	AudioTechnica ath m50x	Audio-Technica ATH-M50x	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/ath%20m50x%20R.txt	AudioTechnica ath m50x	Audio-Technica ATH-M50x	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/ath%20r70x%20L.txt	AudioTechnica ath r70x	Audio-Technica ATH-R70x	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/ath%20r70x%20R.txt	AudioTechnica ath r70x	Audio-Technica ATH-R70x	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/hi%20x65%20L.txt	Austrian Audio hi-x65	Austrian Audio hi-x65	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/hi%20x65%20R.txt	Austrian Audio hi-x65	Austrian Audio hi-x65	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/studio%203%20wireless%20L.txt	Beats studio 3 wireless	Beats Studio3 Wireless	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/studio%203%20wireless%20R.txt	Beats studio 3 wireless	Beats Studio3 Wireless	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/hc200%20L.txt	Behringer hc200	Behringer HC 200	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/hc200%20R.txt	Behringer hc200	Behringer HC 200	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/dt%20770pro%20L.txt	Beyerdynamic dt 770pro	Beyerdynamic DT 770 Pro	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/dt%20770pro%20R.txt	Beyerdynamic dt 770pro	Beyerdynamic DT 770 Pro	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/dt%20770pro%20250%20ohms%20L.txt	Beyerdynamic dt 770pro 250 ohms	Beyerdynamic DT 770 Pro (250 Ohm)	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/dt%20770pro%20250%20ohms%20R.txt	Beyerdynamic dt 770pro 250 ohms	Beyerdynamic DT 770 Pro (250 Ohm)	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/dt770pro%2080ohms%20L.txt	Beyerdynamic dt 770pro 80 ohms	Beyerdynamic DT 770 Pro (80 Ohm)	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/dt770pro%2080ohms%20R.txt	Beyerdynamic dt 770pro 80 ohms	Beyerdynamic DT 770 Pro (80 Ohm)	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/dt%20880pro%20L.txt	Beyerdynamic dt 880pro	Beyerdynamic DT 880	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/dt%20880pro%20R.txt	Beyerdynamic dt 880pro	Beyerdynamic DT 880	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/beyer%20880%20pro%20L.txt		Beyerdynamic DT 880	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/dt%20880pro%20250%20ohms%20L.txt	Beyerdynamic dt 880pro 250 ohms	Beyerdynamic DT 880 (250 Ohm)	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/dt%20880pro%20250%20ohms%20R.txt	Beyerdynamic dt 880pro 250 ohms	Beyerdynamic DT 880 (250 Ohm)	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/dt%20990%20pro%20oh%20L.txt	Beyerdynamic dt 990 pro	Beyerdynamic DT 990 Pro	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/dt%20990%20pro%20250%20ohms%20L.txt	Beyerdynamic dt 990pro 250 ohms	Beyerdynamic DT 990 Pro (250 Ohm)	over-ear	KB501x + 711
https://auricularesargentina.squig.link/data/dt%20990%20pro%20250%20ohms%20R.txt	Beyerdynamic dt 990pro 250 ohms	Beyerdynamic DT 990 Pro (250 Ohm)	over-ear	KB501x + 711
