url	source_name	name	form	rig
https://kuulokenurkka.squig.link/data/K361%20**%20L.txt	AKG K361	AKG K361	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/K361%20**%20R.txt	AKG K361	AKG K361	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/K361%20%2A%2A%20L.txt	AKG K361	AKG K361	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/K361%20%2A%2A%20R.txt	AKG K361	AKG K361	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/K712%20Pro%20L.txt	AKG K712 Pro	AKG K712 PRO	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/K712%20Pro%20R.txt	AKG K712 Pro	AKG K712 PRO	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20(ANC%20OFF)%20**%20L.txt		AKG N9 Hybrid	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20(ANC%20OFF)%20**%20R.txt		AKG N9 Hybrid	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20%28ANC%20ON%29%20%2A%2A%20L.txt	AKG N9 Hybrid	AKG N9 Hybrid	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20%28ANC%20ON%29%20%2A%2A%20R.txt	AKG N9 Hybrid	AKG N9 Hybrid	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20%28ANC%20ON%20%26%20Studio%20Preset%29%20%2A%2A%20L.txt	AKG N9 Hybrid	AKG N9 Hybrid	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20%28ANC%20ON%20%26%20Studio%20Preset%29%20%2A%2A%20R.txt	AKG N9 Hybrid	AKG N9 Hybrid	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20%28ANC%20OFF%29%20%2A%2A%20L.txt	AKG N9 Hybrid	AKG N9 Hybrid	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20%28ANC%20OFF%29%20%2A%2A%20R.txt	AKG N9 Hybrid	AKG N9 Hybrid	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20%28Passive%29%20%2A%2A%20L.txt	AKG N9 Hybrid	AKG N9 Hybrid	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20%28Passive%29%20%2A%2A%20R.txt	AKG N9 Hybrid	AKG N9 Hybrid	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20(ANC%20ON)%20**%20L.txt		AKG N9 Hybrid (ANC on)	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20(ANC%20ON)%20**%20R.txt		AKG N9 Hybrid (ANC on)	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20(ANC%20ON%20&%20Studio%20Preset)%20**%20L.txt		AKG N9 Hybrid (ANC on, studio preset)	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20(ANC%20ON%20&%20Studio%20Preset)%20**%20R.txt		AKG N9 Hybrid (ANC on, studio preset)	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20(Passive)%20**%20L.txt		AKG N9 Hybrid (passive)	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/N9%20Hybrid%20(Passive)%20**%20R.txt		AKG N9 Hybrid (passive)	over-ear	KB501x + 711
https://kuulokenurkka.squig.link/data/AR5000%20**%20L.txt	Aune AR5000	AUNE AR5000	over-ear	KB501x + 711
