url	source_name	name	form	rig
https://cqtek.squig.link/data/7HZ%20G1%20L.txt	7Hz G1	7Hz G1	in-ear	711
https://cqtek.squig.link/data/7HZ%20G1%20R.txt	7Hz G1	7Hz G1	in-ear	711
https://cqtek.squig.link/data/7Hz%20Legato%20L.txt	7Hz Legato	7Hz Legato	in-ear	711
https://cqtek.squig.link/data/7Hz%20Legato%20R.txt	7Hz Legato	7Hz Legato	in-ear	711
https://cqtek.squig.link/data/7Hz%20Sonus%20L.txt	7Hz Sonus	7Hz Sonus	in-ear	711
https://cqtek.squig.link/data/7Hz%20Sonus%20R.txt	7Hz Sonus	7Hz Sonus	in-ear	711
https://cqtek.squig.link/data/7Hz%20Timeless%20II%20Bullet%20Gold%20L.txt	7Hz Timeless II Bullet Gold (Bullet Gold)	7Hz Timeless II (bullet gold nozzle)	in-ear	711
https://cqtek.squig.link/data/7Hz%20Timeless%20II%20Bullet%20Gold%20R.txt	7Hz Timeless II Bullet Gold (Bullet Gold)	7Hz Timeless II (bullet gold nozzle)	in-ear	711
https://cqtek.squig.link/data/7Hz%20Timeless%20II%20Bullet%20Silver%20L.txt	7Hz Timeless II Bullet Silver (Bullet Silver)	7Hz Timeless II (bullet silver nozzle)	in-ear	711
https://cqtek.squig.link/data/7Hz%20Timeless%20II%20Bullet%20Silver%20R.txt	7Hz Timeless II Bullet Silver (Bullet Silver)	7Hz Timeless II (bullet silver nozzle)	in-ear	711
https://cqtek.squig.link/data/7Hz%20Timeless%20II%20Flat%20Gold%20L.txt	7Hz Timeless II Flat Gold (Flat Gold)	7Hz Timeless II (flat gold nozzle)	in-ear	711
https://cqtek.squig.link/data/7Hz%20Timeless%20II%20Flat%20Gold%20R.txt	7Hz Timeless II Flat Gold (Flat Gold)	7Hz Timeless II (flat gold nozzle)	in-ear	711
https://cqtek.squig.link/data/7Hz%20Timeless%20II%20Flat%20Silver%20L.txt	7Hz Timeless II Flat Silver (Flat Silver)	7Hz Timeless II (flat silver nozzle)	in-ear	711
https://cqtek.squig.link/data/7Hz%20Timeless%20II%20Flat%20Silver%20R.txt	7Hz Timeless II Flat Silver (Flat Silver)	7Hz Timeless II (flat silver nozzle)	in-ear	711
https://cqtek.squig.link/data/7HZ%20Crinacle%20Zero%202%20L.txt	7Hz Crinacle Zero 2	7Hz x Crinacle Zero 2	in-ear	711
https://cqtek.squig.link/data/7HZ%20Crinacle%20Zero%202%20R.txt	7Hz Crinacle Zero 2	7Hz x Crinacle Zero 2	in-ear	711
https://cqtek.squig.link/data/Aune%20IR300%20Black%20Sealed%20L.txt	Aune IR300 Black Sealed (Black Sealed)	AUNE IR300 Black Sealed (Black Sealed)	in-ear	711
https://cqtek.squig.link/data/Aune%20IR300%20Black%20Sealed%20R.txt	Aune IR300 Black Sealed (Black Sealed)	AUNE IR300 Black Sealed (Black Sealed)	in-ear	711
https://cqtek.squig.link/data/Aune%20IR300%20Black%20Vented%20L.txt	Aune IR300 Black Vented (Black Vented)	AUNE IR300 Black Vented (Black Vented)	in-ear	711
https://cqtek.squig.link/data/Aune%20IR300%20Black%20Vented%20R.txt	Aune IR300 Black Vented (Black Vented)	AUNE IR300 Black Vented (Black Vented)	in-ear	711
