url	source_name	name	form	rig
https://kr0mka.squig.link/data/targets/			ignore	711
https://kr0mka.squig.link/headphones/data/targets/			ignore	KB501x + 711
https://kr0mka.squig.link/data/Dioko%20L.txt	7Hz Dioko 	7Hz Salnotes Dioko	in-ear	711
https://kr0mka.squig.link/data/Dioko%20R.txt	7Hz Dioko 	7Hz Salnotes Dioko	in-ear	711
https://kr0mka.squig.link/data/Dioko%20Spring%20R.txt	7Hz Dioko Spring	7Hz Salnotes Dioko Spring	in-ear	711
https://kr0mka.squig.link/data/Timeless%20L.txt	7Hz Timeless	7Hz Timeless	in-ear	711
https://kr0mka.squig.link/data/Timeless%20R.txt	7Hz Timeless	7Hz Timeless	in-ear	711
https://kr0mka.squig.link/data/aful%20p8%20L.txt	AFUL Performer 8	AFUL Performer 8	in-ear	711
https://kr0mka.squig.link/data/aful%20p8%20R.txt	AFUL Performer 8	AFUL Performer 8	in-ear	711
https://kr0mka.squig.link/headphones/data/k712%20pro%20L1.txt	AKG K712 Pro Worn Pads	AKG K712 Pro Worn Pads	ignore	KB501x + 711
https://kr0mka.squig.link/headphones/data/k712%20pro%20L2.txt	AKG K712 Pro Worn Pads	AKG K712 Pro Worn Pads	ignore	KB501x + 711
https://kr0mka.squig.link/headphones/data/k712%20pro%20L3.txt	AKG K712 Pro Worn Pads	AKG K712 Pro Worn Pads	ignore	KB501x + 711
https://kr0mka.squig.link/headphones/data/k712%20pro%20L4.txt	AKG K712 Pro Worn Pads	AKG K712 Pro Worn Pads	ignore	KB501x + 711
https://kr0mka.squig.link/headphones/data/k712%20pro%20R1.txt	AKG K712 Pro Worn Pads	AKG K712 Pro Worn Pads	ignore	KB501x + 711
https://kr0mka.squig.link/headphones/data/k712%20pro%20R2.txt	AKG K712 Pro Worn Pads	AKG K712 Pro Worn Pads	ignore	KB501x + 711
https://kr0mka.squig.link/headphones/data/k712%20pro%20R3.txt	AKG K712 Pro Worn Pads	AKG K712 Pro Worn Pads	ignore	KB501x + 711
